target,spec_num,eccentricity,aspect_ratio,elongation,solidity,stochastic_convexity,isoperimetric_factor,maximal_indentation_depth,lobedness,average_intensity,average_contrast,smoothness,third_moment,uniformity,entropy
2,0.20724599165345775,0.6305753836675239,-0.18676492142962453,-0.12557541899043223,0.7158310999799617,0.4885590273709213,0.788099170772432,-0.8651036499966273,-0.5011080110605834,-0.864407901634779,-1.0353686245500184,-0.9216020928753241,-0.8878371418526844,-0.5514855645714903,-0.7196498069355373
2,0.49603138985909556,0.8208197274909897,-0.05475477631002637,0.32921880946996446,0.6082762147426751,0.4885590273709213,0.5274933150306865,-0.5722268199353407,-0.4630470262076513,-0.6363244960334413,-0.7338623499711664,-0.7449760055607986,-0.7639638964700761,-0.333239726514235,-0.42670477168550225
2,0.7848167880647334,1.0117841483160597,0.17586860166924267,0.7389170840796502,0.6774497946235901,0.4885590273709213,0.22188249672567276,-0.7998773302928643,-0.49649949013099925,-0.7713171736141429,-1.0084497988073684,-0.9072291859141874,-0.9078026832325894,-0.30512458191318886,-0.4402808154600037
2,1.0736021862703713,0.5821862091598136,-0.22323989011903844,-0.24680275071382773,0.752206109829067,0.4885590273709213,1.0505438401020533,-0.8468897426702636,-0.5000441806740163,0.3184115637170324,0.15050592011132863,-0.03322267358851317,-0.2785953521956784,0.6211917857544207,0.8384491414211238
3,-1.525466397580369,-0.08220483765239232,-0.4733704507201776,-0.7699567187415709,0.14778778070567042,0.3818196227287843,0.3416352316361062,-0.35638709263772517,-0.40639565344305767,1.0553242174598405,1.472150845900182,1.5351471891965287,1.8827075577111219,0.04097215277998625,0.6402799382139851
3,-1.2366809993747312,-0.2725931968761793,-0.47467862470270933,-0.9621002500011742,0.39569612121204856,0.45804963728184117,1.0495324926287215,-0.6210409211245566,-0.4724945325881773,-0.8211157082273326,-0.5281917229145002,-0.6049764762989828,-0.3587597397229412,-0.8133689811451428,-1.074678740101458
3,-0.9478956011690934,-0.5134829564790442,-0.5160015322685643,-0.9335701567486839,0.1735207013423283,0.35131023263970423,0.3924784273408812,-0.3058879587468106,-0.38963022519905766,0.09288620679487562,0.6954385959618243,0.5434384190555765,1.0850303462888065,-0.616569922394852,-0.09409169921022514
3,-0.6591102029634557,-0.0632428099435179,-0.4575569358136912,-0.6782309350588333,0.33236696737403604,0.4733477929960236,0.7413473353006811,-0.46435880344658526,-0.43776806925523803,-0.5494064506951771,-0.18347263423157983,-0.3354390329079132,-0.1164532450952959,-0.6973644574734397,-0.752598215441159
3,-0.37032480475781787,-0.24465420921398942,-0.49891831908491474,-0.6603868444761826,-0.005301289522582656,0.45804963728184117,0.34237075707125686,-0.2337167119540454,-0.3633807394400927,0.17126815491022002,0.6705637498242749,0.5148670865531653,0.8266305297541802,-0.4679513674221331,-0.04467763559774601
3,-0.08153940655218006,-1.0487401943371433,-0.5515915597345009,-1.1137494553540166,0.10199190499636432,0.4733477929960236,0.501336191743148,-0.4034383903851636,-0.42081699972316616,0.0914403531935994,0.6800123347912513,0.5255540735197163,0.9781193110851525,-0.5229068561682836,-0.1906970484872167
3,0.20724599165345775,-0.536813451330975,-0.5292756506207245,-0.8649036419850735,0.006213102084329506,0.45804963728184117,0.6616807366059472,-0.14075475398031867,-0.3255599340153032,0.30873546653926,0.7631213168477137,0.6219550579935011,0.8829193786776587,-0.36524880705343105,0.11638827417026444
3,0.49603138985909556,-0.738627032313527,-0.5377018300964435,-0.8210347889194165,-0.11599646337993429,0.4733477929960236,0.4111883555975209,-0.1133794534727181,-0.31356539068755335,-0.6950762010237651,-0.3595248398407458,-0.4785137971947979,-0.24125204537631018,-0.7768795564580637,-0.916331458746729
3,0.7848167880647334,-0.162277400230626,-0.4913386051273045,-0.7080392582957541,0.10670233792646329,0.4733477929960236,0.36834399900000697,-0.1816103161015104,-0.3427293484820502,0.19615351977834128,0.8493155511382917,0.7243174909792397,1.3143412945878101,-0.5376713632671016,-0.13871824108862305
3,1.0736021862703713,-0.595955775729287,-0.5218113637792199,-0.9604129864217258,0.14307734777557046,0.4733477929960236,0.5780606886972802,-0.3264194341275109,-0.396613415620827,-0.25845621831526755,0.4374343778839891,0.2575796928482442,0.9356193412603785,-0.7475962310755725,-0.5649615600489986
4,-1.525466397580369,-1.5627311580812395,-0.5083063911948483,-1.7437123208807785,0.5574209851454845,0.42754024719276107,0.9329057408176775,-0.6440869837677922,-0.47652381422409906,0.6038286255843652,0.2438348001932958,0.058161970064237914,-0.35284752169842803,1.2111694367643375,1.242481779193745
4,-1.2366809993747312,-0.47882325013522764,-0.42723807998325003,-1.1767917581861325,0.5701566001046442,0.4733477929960236,1.1376576338276854,-0.7437061170922309,-0.4907547098563412,-0.11473280937301288,-0.11444011549326533,-0.27611535015481464,-0.41042081415438875,0.1266850997994989,0.0680001080722315
4,-0.9478956011690934,0.06929936348484211,-0.35909760577549477,-0.5393640295502964,0.3578381972923543,0.4885590273709213,0.43371382204900366,-0.5795891166627636,-0.4645513939514044,-0.36795182373500024,-0.6237381280397373,-0.6719773415260116,-0.7839672156009365,0.20062352624412974,0.29472345876478173
4,-0.6591102029634557,-0.375612213238823,-0.4385499373616126,-1.0133828369765285,0.25368529139347523,0.30558960817572645,0.5683609470212334,-0.5024405425049803,-0.4473819794846574,-0.5685918157890356,-0.8161421704897108,-0.7965643453666793,-0.8424282852043479,-0.20499480064647863,0.1252793859621293
4,-0.37032480475781787,-0.38065275225004275,-0.43231687309190264,-1.1637026831455637,0.5789668542887189,0.45804963728184117,1.1060300401162158,-0.7305628620189796,-0.4891733923558744,-0.8600981457078978,-1.1369119887053163,-0.9733358338644232,-0.9501534309410897,-0.42391280621686706,-0.5137179792024246
4,-0.08153940655218006,0.10832753697171506,-0.3413987813059479,-0.6427983998904179,0.45161070469712467,0.4428384029069435,0.6925268345425699,-0.6335879338572068,-0.47472126617308036,-0.8527020484398306,-1.1626159963807836,-0.98581125538456,-0.9695031949804224,-0.2760591315177132,-0.4886005883904066
4,0.20724599165345775,-1.5695958921631863,-0.5046511991848331,-1.7556254243356713,0.5224416591275185,0.4885590273709213,1.2082680756021287,-0.6632185858270812,-0.47965566932234716,-0.7211849804775816,-0.8932541935161133,-0.8426129000919399,-0.8306982935327103,-0.5321781322114975,-0.22232888851596608
4,0.49603138985909556,-0.9105814202962813,-0.4578262657512712,-1.437857450206232,0.6037402422914689,0.4885590273709213,1.3597863152431222,-0.7963283921872861,-0.4961851503748237,-0.07800256692520503,-0.2916492906902243,-0.4247153594039977,-0.5943984613069663,0.23448686199196858,0.6541295546590051
5,-1.525466397580369,0.7612933620251564,-0.2426316456248028,0.602044217346825,-0.56636618964117,-0.9296495444052297,-0.709568526212984,0.16120310616412356,-0.17165080186829,-0.16344695378524535,0.019382700161456955,-0.15666827814091652,-0.1452210024477984,-0.36807654624661124,-0.04313878932607729
5,-1.2366809993747312,0.7723825478498402,-0.2709497647760778,0.3563172851398924,-0.6134705189421704,-0.2281943363742459,-0.5319851039638459,0.08392491410620963,-0.21556987551264112,-0.43265377239211517,-0.4640377592713789,-0.5581064048885382,-0.5985351250365777,-0.2994691035268283,-0.11529358117544093
5,-0.9478956011690934,0.6989346936863521,-0.21542932192921668,0.5451885476393532,-0.695466944021691,-0.7771025939598293,-0.9215377625554055,0.25030245071395607,-0.1171607553953927,-0.32888597162359234,-0.17036031223659295,-0.32424314180009806,-0.31867754595930964,-0.43200199456457117,-0.254815643140087
5,-0.6591102029634557,1.041019274581134,-0.00966124961805053,1.1045931180255475,-0.752166599661783,-0.6856613450318738,-0.9048964995851264,1.1197534012105606,0.6316180897465603,-0.07296988419768555,-0.07760991694852205,-0.2439816886635531,-0.36444529124172187,-0.03491324163371949,0.249071019371938
5,-0.37032480475781787,0.9932541668081465,-0.0839578366847786,0.7262370426340993,-0.6964264766555988,-0.4263749899443374,-0.804727129385574,0.017301313439037787,-0.25091867000300255,0.24008522535558274,0.47195063725314623,0.29465699456893074,0.3017275691050037,-0.23929852200637017,0.32550038419815996
5,-0.08153940655218006,0.9101092756897398,-0.12555007418821362,0.9294756101585595,-0.8324184199523769,-0.7924007496740126,-1.0152253148576946,0.2572240465809347,-0.11274576310394349,-0.3308879227638212,-0.3734084748942618,-0.489346185344567,-0.5735451427796106,-0.21686203398179243,-0.004154683777132137
5,0.20724599165345775,0.8404538270680264,-0.15036690415094783,0.692747417042018,-0.7618491562403226,-0.9448607787801264,-0.8185182312946451,0.3269066296911905,-0.0670087514572309,-0.26521280341353953,-0.08050234091800446,-0.24645350877826536,-0.21288095440883884,-0.5012584266073791,-0.11358375198469753
5,0.49603138985909556,1.0382349768416024,-0.019395603076301157,0.8077881156407691,-0.5217915372841113,-0.3349337410163819,-0.7408743275465755,0.05009464217210099,-0.2338069678537909,-0.08061622535828135,-0.0961214303532096,-0.26019392059240226,-0.4040363742429338,0.08661000910270682,0.16528938902552065
5,0.7848167880647334,0.7770390457935386,-0.25632899673601733,0.6441235484342791,-0.47329152415196973,-0.6094313304788179,-0.8628336387624599,0.37411346891878566,-0.03457442900240132,0.26925254127363757,0.5276780057318418,0.355071186196167,0.40678749451184504,-0.3171540625792588,0.37252068694359813
5,1.0736021862703713,0.6835250458520514,-0.2681025625788028,0.5669184573746727,-0.4066476212149984,-0.4416731456585208,-0.9601068775611076,0.3486046661730672,-0.052253635607376656,0.363733513141655,0.7484663687356695,0.6047977183737324,0.8049083229548512,-0.3441798322452274,0.2935265783312616
5,1.362387584476009,0.49361673796266636,-0.2979981856501896,0.43628335296586873,-0.5166449531567799,-0.7618913595849316,-0.9684734793859439,0.2970426655010808,-0.08691950100690386,0.7767471553216223,1.1796303684531886,1.139074366109665,1.4346634313806144,-0.26006618034316925,0.6413058357284313
5,1.6511729826816468,0.4872320552151216,-0.32193007438944643,0.4537184099535018,-0.47407659630698573,-0.5941331747646346,-1.0030431748380153,0.4856626337712526,0.0466652766481002,0.49750277613666105,0.745381116501555,0.6012353893848821,0.6354373321691296,-0.15270480376275225,0.5231566386480749
6,-1.525466397580369,-1.2307276552088973,-0.5332001725683196,1.0662973476920077,-2.325712889033548,-4.070986746169759,-1.520899051523632,2.885175124570508,3.364007763454581,-1.1241332572025098,-1.3698678152074337,-1.0771740888598282,-0.9543203168714653,-0.8289192288886233,-1.0782864796939262
6,-1.2366809993747312,-1.0177768832682221,-0.5332001725683196,0.5585332686768083,-1.4646631954591436,-3.0188039341232833,-1.1693178935217148,2.4786933897606813,2.591047457265344,-1.0157220419837343,-1.108585516630851,-0.9592973496246887,-0.8602027170288423,-0.8096210678046736,-1.09683812641349
6,-0.9478956011690934,-1.1644805710614372,-0.47275483943428026,0.8675070205133655,-1.2257395696157338,-3.278003367871535,-1.3435914513126759,1.8179013348944528,1.5181754742844142,-0.7593610765266656,-0.8467440160868354,-0.8151102662861834,-0.7737861117184683,-0.6507113964239872,-0.4370492382894987
6,-0.6591102029634557,-0.9236868217254534,-0.5380096357393921,0.014620845701912329,-1.1527278591991819,-0.8838419986019662,-0.8890367323896947,1.9970332728750586,1.7864415636275928,-0.7214352243701102,-0.819285271203215,-0.798483640985162,-0.780019440626102,-0.6148315581367494,-0.37381975481581464
6,-0.37032480475781787,-1.0091359592489881,-0.4746016732919721,0.9838259490965475,-1.5911470426562748,-3.2933015235857175,-1.4763078220176358,1.9519262436295806,1.7173791569770362,-0.8387440002121246,-0.8528566720756752,-0.8187743761032867,-0.7358005831328591,-0.7449353748511702,-0.7350382696522262
6,-0.08153940655218006,-0.3850212193930997,-0.46475189271761563,0.47483476929629465,-1.1670336184683754,-2.8053251248390088,-1.3326045401251156,2.2562690731364268,2.2042787425830492,-0.7203786390461007,-0.546086185872365,-0.6177863205405218,-0.47352854712530884,-0.7779921095832493,-0.7022095491899565
6,0.20724599165345775,-0.006644757617536047,-0.46598311528941017,0.9164376643173675,-1.2946514587783093,-2.4087899750202544,-1.2466859752316033,1.5937401384084473,1.2057594620267438,-0.8377430246420102,-0.9898611540968276,-0.8971310737396709,-0.862563826463552,-0.6088979414690925,-0.6223947225660632
6,0.49603138985909556,-1.1603041244521408,-0.5144240283484526,0.08292945606988215,-0.7642916029448193,-1.0821095735113435,-0.8904618129202989,2.025289975103548,1.830399112150301,-1.2369654478559573,-1.5901355418967549,-1.1561705517023735,-1.0298361521436716,-0.8641268996627282,-1.460723974787461
7,-1.525466397580369,0.6192941773090798,-0.2843777859497122,0.10757373016970376,-0.7807781182001692,0.22935959362266864,-0.7285083061681082,-0.04978891166860426,-0.284199439781683,-0.34757084893239387,-0.1028704196153354,-0.2661553691043557,-0.035004414035550976,-0.645890332881516,0.10989092324544056
7,-1.2366809993747312,0.5650003713882266,-0.33735883224224705,0.09985322106374249,-1.1966918998801173,0.06160140880237152,-1.1629739866435422,0.05826056988033418,-0.22946892531905533,-0.7839405877483628,-0.7076184231547289,-0.727993147360892,-0.5872584663764043,-0.7669986940150085,-0.6065275076759662
7,-0.9478956011690934,0.5918832461147318,-0.24116956882079682,0.16540085466534235,-0.5242339839886072,0.1988502035335895,-0.16946300511406606,0.030185332712027748,-0.2442625160472665,0.09194084097865651,0.3774647875833854,0.1944755793314678,0.44156191426624897,-0.5202877206860756,0.5682961292836961
7,-0.6591102029634557,0.5096504525316898,-0.2987676997575612,-0.10900955839221223,-0.156645754961909,0.42754024719276107,0.18446264021239372,-0.3938466657754929,-0.41797082059671775,-0.4699679172558229,-0.44996129595323103,-0.5475793592235277,-0.5396396112971796,-0.5147713114403633,-0.09905020386338029
7,-0.37032480475781787,0.6961023908133811,-0.24686397321534664,0.2162744080456791,-0.2329722144774198,0.22935959362266864,-0.020886867213674207,-0.20193440284200162,-0.35095335373082814,-0.6523957149091665,-0.6106643716976768,-0.6629988184622767,-0.5232251785070781,-0.617265268098093,-0.28473765397809336
7,-0.08153940655218006,0.6037885192078981,-0.2687181738647001,-0.07966139794968624,0.20344067347240785,0.4885590273709213,0.42189944474689967,-0.5868217954900559,-0.4659990112495811,-0.7317786385946253,-0.9037440511121031,-0.8487124797279509,-0.7220683706605877,-0.21099795188445966,0.04662724318794141
7,0.20724599165345775,0.7286018661523878,-0.14401841276513205,0.2026229118119603,0.388368781098559,0.4885590273709213,0.3267408415743094,-0.1470801075066961,-0.3282820316590508,-0.0456098852812262,0.19022854262555405,0.005235939372747863,0.1443832363759511,-0.5235790236814165,0.40859808286827975
7,0.49603138985909556,0.7009509092908399,-0.16941237830839495,0.06897118463990028,0.5930981530790197,0.4428384029069435,0.6509236771168723,-0.7271305800235189,-0.48874535933415436,-0.8384381465657008,-0.9754954483817314,-0.8892503296092348,-0.8425227295817364,-0.538528956301099,-0.6507949854243079
7,0.7848167880647334,0.4986572769738861,-0.3070784521171745,-0.20032630847993202,-0.40464132570773303,0.35131023263970423,-0.12638879681806764,-0.44836395457045874,-0.43350409086133945,-0.9077835096730684,-0.9442379866848577,-0.8718239978005122,-0.6754695148571577,-0.6937532954546077,-0.6785113166062554
7,1.0736021862703713,0.5904430921115262,-0.22431720986935874,0.02837460033438567,0.08053326609257395,0.2750802180866464,0.34030209178489595,-0.22321766204346005,-0.35933125849303355,-0.36322499465390473,-0.17228859488291465,-0.3259879559987185,-0.19663652149803626,-0.6064410533176408,-0.07545456103112388
8,-1.525466397580369,1.272932074230684,1.3925858325398504,1.6481987658041803,0.6291242419703403,0.3818196227287843,-0.9919183526313646,-0.3661602823075788,-0.40948037681531857,-0.4036254808587984,-0.34564120478723026,-0.46760870845341945,-0.49808408524628944,-0.3828178751553214,-0.2464374801054454
8,-1.2366809993747312,1.2722119972290806,1.3784652486695816,1.6490168329942152,0.5326475971427364,0.4885590273709213,-1.0855599345939568,-0.32864886200975874,-0.39735405702919646,-0.5851913273267657,-0.5291172985847344,-0.6056380516826263,-0.5939451282955021,-0.47240157992287574,-0.5341162414479911
8,-0.9478956011690934,1.289781876068189,1.6112817418548595,1.7154847921846048,0.5622186483150313,0.2902914524615441,-1.167938783330808,-0.21549243519567127,-0.3563205992616096,-0.5178479153596268,-0.41853028881818843,-0.5240243675421503,-0.489036313892482,-0.5935076232373574,-0.363817254049967
8,-0.6591102029634557,1.2644831707452104,1.3045534186565393,1.6106699334612984,0.5297689992410072,0.4885590273709213,-1.0272695438582835,-0.5877550443709968,-0.4661875381535297,-0.8916566810434481,-0.9914616286932748,-0.8980107508981421,-0.8428249515893791,-0.6706400042788756,-0.8525206333481923
8,-0.37032480475781787,1.2772525362403004,1.380004276884325,1.6621059080347842,0.48946862861681895,0.2140614379084872,-1.1390694100011525,-0.31991261554095063,-0.39442034755448624,-0.8374927807494816,-0.8420004407768839,-0.8122676731542643,-0.7500239063675501,-0.6850939236302459,-0.8792623618914163
8,-0.08153940655218006,1.2821970649846397,1.4813877605305334,1.674376915885318,0.5817582219510012,0.4885590273709213,-1.0957193796669724,-0.36613435872755257,-0.4094736437116061,-0.7086727858511521,-0.6693805782781708,-0.7027805821908251,-0.6489873114374539,-0.6706376864598648,-0.6008850713465135
8,0.20724599165345775,1.2832531779203245,1.5686891360118416,1.7051566939104061,0.560910194723336,0.4885590273709213,-1.1136018418090678,-0.3963353294580021,-0.4187076145172516,-0.2564264622980911,-0.117911024256644,-0.27924147559400986,-0.29200645378482915,-0.4289656516604186,-0.11050605944136008
8,0.49603138985909556,1.2661633504156167,1.3203669335630257,1.6090849282806048,0.44245152955526346,0.35131023263970423,-0.9648877928895854,0.07308885765528436,-0.22147576934041852,-0.33653231278418816,-0.16033324247572028,-0.3157371725818229,-0.2909864545090347,-0.4463492942414447,-0.27704342261974896
8,0.7848167880647334,1.2797007980457495,1.4186338850743792,1.705719115103556,0.42378425831375544,-0.41116375556943974,-1.0638159639173217,-0.4646439628268727,-0.43784598088391063,-0.6217269356359401,-0.5571352454357881,-0.6256234443159925,-0.5997440130671491,-0.56316737238594,-0.5767935780489417
8,1.0736021862703713,1.2776365773078218,1.4374869807049837,1.6650714015986638,0.6473553620146179,0.42754024719276107,-0.9891141619098538,-0.6630111971868721,-0.47962488941966164,-0.008295740417518297,0.20642611685465598,0.021157368935160615,0.01697777127901727,-0.17249897811501388,0.0057623255291785495
8,1.362387584476009,1.288389727198424,1.8090468674493616,1.7738232086740162,0.5466916656935894,0.4428384029069435,-1.203152063538636,-0.40564189468738515,-0.4214585683197668,-0.7503244915186887,-0.7216948864728767,-0.7371316117261669,-0.6841961753278446,-0.6705194776903137,-0.7233088414037275
9,-1.525466397580369,-1.1600160936514998,-0.4749094789349208,-0.8385209751064265,-0.0032949940153182227,0.45804963728184117,-0.08391220293812877,-0.18609509544603198,-0.3445761426431793,0.8664734932315962,0.9436085725434201,0.8391844257217589,0.6379117748567054,0.6756141761280863,0.7403049458724631
9,-1.2366809993747312,-0.8662246769975472,-0.4471684953641745,-0.976058521431156,0.12013579480119302,0.25978206237246304,0.479086547329847,-0.06378764488271832,-0.29084597501782994,0.2675008340259374,0.514951340266119,0.3411126726072028,0.32322310939860033,0.12123822512411067,0.1563982772336558
9,-0.9478956011690934,-0.8234040979688996,-0.44897685351649774,-1.0370556562881825,0.2610998617464107,0.4733477929960236,0.3026523835731319,-0.5023627717649018,-0.44736755140527357,-0.21302304938285418,0.009934115194480555,-0.165246947950801,-0.15564766171147632,0.08619280168076215,-0.37010942547190184
9,-0.6591102029634557,-0.6263430251969264,-0.42977747653757636,-0.5742341435255622,-0.12271319181729963,0.35131023263970423,-0.42046105985915855,0.27381513779766214,-0.10209784051868358,1.7665451649030464,1.3030404578177741,1.3029414995967776,0.615037346653238,2.677491277568942,1.6034267213596376
9,-0.37032480475781787,-0.3447929175702222,-0.4033061912439933,-0.5120099078834821,-0.05790112390869904,0.16834081344450944,-0.10257616085507185,-0.2749870513556554,-0.3787322159044782,0.1929003491754696,0.49740396818459165,0.32199241701398607,0.35873419529663375,-0.053224011819067024,0.0365392509625568
9,-0.08153940655218006,-0.8620002252548112,-0.4479764851769147,-0.7354445091619457,-0.13824017443873968,0.2902914524615441,0.05330926105712808,-0.23866811573903762,-0.3652660084795786,0.005773527317977888,0.34757640656540006,0.16335972612273467,0.2875609124967456,-0.4257438832354018,-0.03407669461513812
9,0.20724599165345775,-1.3871283799570306,-0.44543708862258846,-0.6445879218686205,-0.4426737101063191,0.1988502035335895,-0.31808511335415485,0.39036755359517356,-0.023137771410825916,0.4543774119909005,0.7220488964810629,0.5740453681230453,0.6000018017730069,0.10111955611033649,0.3367852568570647
9,0.49603138985909556,-1.2191104129163717,-0.4696767830047939,-1.2414701953983192,0.3504236269394188,0.4885590273709213,0.6194799647641901,-0.6227518774062815,-0.47280425535895,-0.7511308329501698,-0.39500524053306413,-0.5059946208230715,-0.2293520538253735,-0.7901815197610649,-1.0227512275785866
9,0.7848167880647334,-1.1192597353607798,-0.4708310541658513,-0.699705198797267,-0.022223955975163905,0.4428384029069435,0.040575476961085606,-0.13385908169336622,-0.32257813094264687,1.317107133921695,1.1422216851145492,1.0905103709147264,0.6802417448021806,1.3197360792303725,1.2638546440780352
9,1.0736021862703713,-1.2427289385689444,-0.46952288018331956,-0.9412395366552674,0.003770655379832664,0.4885590273709213,0.14736457607699208,-0.26658781142718696,-0.3756734630751082,1.134707141145299,1.1175396672416322,1.0585221106066833,0.7835638936650756,1.210821763912717,0.9454844487616489
9,1.362387584476009,0.05283360271485785,-0.35078685341588145,-0.25160889545528636,-0.2725747431860379,0.2445708279975663,-0.20564166245552898,-0.07921217499826971,-0.29804077727056194,-0.6218937648976258,-0.43627048916434735,-0.5372558752150228,-0.4423430137116634,-0.6645487759184839,-0.6768698805831419
9,1.6511729826816468,-0.9797088124501528,-0.44247445930920776,-0.9674688159357825,0.1451708735222808,0.4428384029069435,0.4088438682729788,-0.3490766430703545,-0.40404868586328946,-0.10691963895073119,-0.04347931410862883,-0.21359284137091197,-0.32390976446662645,0.4223692710076984,-0.0674183638346309
9,1.9399583808872847,-0.5831864102341975,-0.41796543498942224,-0.8012989179598083,0.28186065873462995,0.4733477929960236,0.5205977640761512,-0.4543523015564963,-0.435113302648615,-0.16739524631180766,0.13180157844200874,-0.05117971971598299,0.010196664982531063,-0.07885909007855339,-0.38609632840535085
9,2.2287437790929223,-0.8100106657390872,-0.4455909914440627,-0.597855833637839,-0.17801716362625153,0.45804963728184117,-0.1669346364307364,-0.17546642763531595,-0.3402092439496761,0.29664034506704473,0.41795872315613974,0.23700542542284372,0.08325883533018708,0.6727400805546899,0.17657426168442578
